"fromuser","touser","date","postid","threadid"
"PHOB0S","MistaMicha",1266347686,105301,12209
"SILEN0S","vengad0r",1266702295,108527,12209
"aboh","Marru",1266304879,104815,12212
"BestOfMan","aboh",1266599119,107754,12212
"incognito","sourc3",1266314395,104864,12213
"Eiskalt","metalwarlock",1266314067,104861,12215
"h4rdc9r","metalwarlock",1266319716,104919,12215
"N.A.S.A.","f00f0",1266320714,104924,12215
"h4rdc9r","xXSamXx",1266329847,105075,12215
"BTC","h4rdc9r",1266332824,105114,12215
"DefenderBs","uRmel23",1269485024,151765,12215
"NoLimits","SwollenBalls",1266353172,105408,12216
"aboh","NoLimits",1266354621,105434,12216
"EvoluTioN","NoLimits",1266429629,106036,12216
"aboh","NoLimits",1266433239,106086,12216
"EvoluTioN","NoLimits",1266433740,106094,12216
"mario_1989","ko-un",1266317745,104889,12219
"incognito","mario_1989",1266318178,104896,12219
"incognito","Emok",1266321815,104943,12219
"D!ke","weizen01",1266327600,105014,12222
"debug","nCore",1266355973,105447,12222
"EvoluTioN","debug",1266429963,106039,12222
"incognito","Cakal",1266484638,106382,12222
"EvoluTioN","incognito",1266487351,106408,12222
"DocMorris","incognito",1266638169,108045,12222
"johnwhodoe","St4n",1266658995,108091,12222
"EvoluTioN","DocMorris",1266661911,108115,12222
"BGDE_Team","4399",1269217574,146324,12223
"Freak19","zidan369",1266328502,105037,12225
"duran1","NAPALM",1266328561,105040,12226
"mario_1989","duran1",1266328830,105045,12226
"mario_1989","Casanova",1266332099,105102,12226
"mario_1989","BTC",1266332603,105111,12226
"X0064X","haxx0rrizz9r",1266341873,105225,12229
"IlPadrino","Tikon",1266344678,105260,12229
"kazuya","ZEL0S",1266348381,105308,12229
"Eiskalt","TrickTrick",1266331475,105096,12230
"Eiskalt","SwollenBalls",1266331159,105090,12232
"ACHEL0S","ixxten",1266338526,105173,12241
"Pa!mon","Black Widow09",1266535456,107304,12243
"DocMorris","BlackMatrix",1266545891,107377,12243
"loOk","van_hauser",1266340335,105201,12246
"lcf11","van_hauser",1266340633,105203,12246
"DocMorris","loOk",1266341426,105216,12246
"DocMorris","loOk",1266341433,105217,12246
"Freak-zzor","karaboi",1281174380,321998,12249
"chrizo","karaboi",1281181006,322144,12249
"aboh","Dinja",1266349582,105336,12254
"Swich","Nobodz",1266348533,105311,12255
"Snatch","Hellfire2k",1266350535,105358,12255
"m!stelzwe!g","conax",1266354773,105436,12256
"m!stelzwe!g","john cena",1266349767,105339,12257
"infamous","mt2.to",1266350599,105361,12257
"m!stelzwe!g","JBG31",1266352757,105401,12257
"JBG31","m!stelzwe!g",1266366578,105528,12257
"m!stelzwe!g","Dr.Faust",1266418607,105837,12257
"DocMorris","cornaboy",1268058702,125362,12260
"DocMorris","En3my",1268156201,127276,12260
"DocMorris","Poinger",1268156693,127297,12260
"SurfArab","Orthos_",1268163243,127500,12260
"Molotow","SurfArab",1268412105,131905,12260
"DocMorris","MR.RU",1268905785,140577,12260
"DocMorris","DocMorris",1269299215,148057,12260
"g0dL1ke1337","DocMorris",1270486382,174685,12260
"DocMorris","g0dL1ke1337",1270486565,174694,12260
"g0dL1ke1337","DocMorris",1270486909,174713,12260
"MR.RU","g0dL1ke1337",1270493568,174934,12260
"g0dL1ke1337","MR.RU",1270494103,174948,12260
"g0dL1ke1337","MR.RU",1270494415,174960,12260
"g0dL1ke1337","DocMorris",1270981809,186207,12260
"DocMorris","g0dL1ke1337",1270985947,186347,12260
"MistaMicha","g0dL1ke1337",1271246027,191517,12260
"g0dL1ke1337","MistaMicha",1271246426,191523,12260
"P5N","Thug4Life",1266364609,105517,12262
"P5N","saxxe",1266494299,106518,12262
"P5N","superman123456",1266497395,106582,12262
"whiterussian","Silverhunter",1266933143,110674,12263
"incognito","Silverhunter",1266934033,110687,12263
"Swich","roccihrs",1266352627,105399,12266
"m!stelzwe!g","xXSamXx",1266357697,105460,12266
"Bandito","megane",1266408165,105665,12266
"Misa","Bandito",1266410280,105704,12266
"EvoluTioN","sourc3",1266566014,107419,12267
"SILEN0S","Wounder",1266354368,105431,12268
"EvoluTioN","heineken16k",1266662351,108120,12269
"mumum123456","handplant",1266359258,105486,12272
"Sickness","Vogel #1",1266361393,105502,12280
"Sickness","Blackc0d3",1266370747,105544,12280
"P5N","till7",1266662505,108123,12281
"Deformer","westsidez",1266537966,107340,12282
"kazuya","multikulti",1266387193,105569,12288
"PS-Freak-Ger","katze4711",1266402501,105611,12288
"anyway","Klempner",1268640536,135771,12288
"tagtog","optiker",1266406979,105654,12293
"Scorp","Stinger",1266411194,105718,12293
"debug","Scorp",1266411450,105722,12293
"tagtog","Scorp",1266411868,105725,12293
"debug","shunkweed",1266404397,105627,12294
"Daemonicon","shunkweed",1266404486,105629,12294
"Daemonicon","LIRIX",1266405403,105637,12294
"D!ke","Daemonicon",1266405903,105642,12294
"Daemonicon","*HIV*",1266674633,108271,12294
"megane","blackmakk",1266406701,105651,12295
"megane","Misa",1266407003,105655,12295
"incognito","ersatzaccdebug",1266404667,105631,12296
"terminatoor","ersatzaccdebug",1266409360,105686,12298
"BlackMatrix","ersatzaccdebug",1266409422,105688,12298
"ichwersons","THANAT0S",1266415125,105784,12298
"D-Kay","ersatzaccdebug",1266424030,105936,12298
"H1xx3r","D-Kay",1266424449,105946,12298
"D-Kay","H1xx3r",1266425061,105957,12298
"D-Kay","PhR34kZ",1266426031,105966,12298
"ACHEL0S","H1xx3r",1266457945,106327,12298
"marijuana","Cyler",1266411431,105721,12303
"humpeNN","Cyler",1266412461,105732,12303
"marijuana","mt2.to",1266412687,105734,12303
"Eiskalt","marijuana",1266413556,105748,12303
"marijuana","3batl",1266416271,105800,12303
"Breez","mt2.to",1266439984,106157,12303
"kRNNNk","pwnedn00b",1268518448,133793,12303
"RuSsAk","aenges",1280271097,309827,12303
"dabbadaaa","RuSsAk",1280273056,309851,12303
"Swace","sergej-avd",1266715590,108637,12307
"n3o","Master_Miggins",1266602834,107802,12309
"johnwhodoe","Master_Miggins",1266655542,108073,12309
"FroschKanone","kranich",1266748963,108719,12309
"x220","And1player",1266421684,105901,12310
"Kettey","ersatzaccdebug",1266415120,105783,12311
"H1xx3r","n3o",1266423309,105927,12311
"debug","H1xx3r",1266424937,105953,12311
"D-Kay","ersatzaccdebug",1266425451,105960,12311
"debug","D-Kay",1266427152,105989,12311
"H1xx3r","sourc3",1266447182,106254,12311
"H1xx3r","Black Widow09",1266424692,105949,12315
"webmoney","H1xx3r",1266431932,106075,12315
"FakeBaba","CashoutKing",1266448585,106262,12316
"m!stelzwe!g","krause515",1266418199,105833,12317
"mario_1989","Scorp",1266419910,105861,12322
"mario_1989","Scorp",1266420108,105870,12322
"Gecker","mario_1989",1266420263,105874,12322
"Misa","mario_1989",1266980756,111130,12322
"Scorp","DooD",1266419734,105859,12323
"Märtyrer","DooD",1266420079,105868,12323
"Acer","DooD",1266421753,105902,12323
"x220","Märtyrer",1266421932,105904,12323
"Acer","onix",1266422206,105912,12323
"onix","Acer",1266422478,105918,12323
"onix","Stinger",1266424200,105940,12323
"mumum123456","debug",1266438939,106146,12323
"spRayaH","x220",1266439413,106148,12323
"Proofer","Märtyrer",1278171872,280933,12323
"brainskilledme","mopedfahrer",1278172621,280947,12323
"Proofer","brainskilledme",1278173030,280958,12323
"Proofer","brainskilledme",1278173185,280964,12323
"brainskilledme","Proofer",1278173461,280971,12323
"N3Cr0N","onix",1278354769,283826,12323
"aikon","N3Cr0N",1278355135,283828,12323
"Hodenmumps","mopedfahrer",1278361082,283948,12323
"rappersale","Stinger",1278361824,283968,12323
"Bier","aikon",1278542619,284224,12323
"methefoo","mumum123456",1280293884,309998,12323
"tork","DooD",1281028941,320415,12323
"Sickness","h4Rd",1266420533,105880,12325
"marijuana","Cyler",1266424132,105937,12327
"tryit","n3o",1266423095,105925,12331
"BalloonBafoon","tryit",1266423529,105928,12331
"EvoluTioN","Dreihaar",1266487426,106409,12334
"Misa","St4n",1266593075,107682,12334
"Sceneman","Sinned",1266762506,108890,12334
"Public","Cesar",1266789050,109343,12334
"Ground_off","Scorp",1266426603,105976,12335
"Scorp","Spitfir3",1266498872,106627,12335
"GLAUK0S","Jane",1275986199,247332,12335
"l0w.!zmir","Loyalität",1275987344,247337,12335
"mersense","l0w.!zmir",1275987797,247338,12335
"str0ker","Kn&#8364;ck",1266426809,105981,12337
"X0064X","Kn&#8364;ck",1266427337,105994,12337
"cash","Kn&#8364;ck",1266427520,105997,12337
"str0ker","Kn&#8364;ck",1266428549,106007,12337
"str0ker","restor",1266429358,106025,12337
"EvoluTioN","restor",1266431024,106063,12337
"EvoluTioN","zidan369",1266431546,106069,12337
"EvoluTioN","restor",1266432987,106084,12337
"str0ker","Scorp",1266442445,106197,12337
"BlackMatrix","str0ker",1266442919,106204,12337
"str0ker","Wounder",1266448524,106261,12337
"Kettey","Scorp",1266429136,106018,12339
"Scorp","Kettey",1266429420,106030,12339
"m!stelzwe!g","Stinger",1266430510,106049,12339
"Kettey","Scorp",1266430700,106055,12339
"m!stelzwe!g","Stinger",1266430873,106059,12339
"Scorp","m!stelzwe!g",1266431788,106074,12339
"sp0t","Sutekh",1266429374,106027,12340
"sp0t","THANAT0S",1266429493,106032,12340
"Kettey","sp0t",1266430120,106041,12340
"Kettey","NightAngel",1266430254,106044,12340
"NightAngel","Kettey",1266430420,106047,12340
"Kettey","NightAngel",1266430995,106061,12340
"nVious","aboh",1266443460,106209,12348
"aboh","nVious",1266443637,106211,12348
"held","potatokiller",1266594270,107691,12351
"m!stelzwe!g","potatokiller",1266601717,107788,12351
"Legit","3batl",1266602760,107801,12351
"Störtebeker","Stinger",1266498209,106608,12352
"FakeBaba","Tiberius",1266633412,108040,12356
"SuperHorst","Legit",1267194932,113097,12356
"restor","sedriss",1267383937,114947,12356
"DocMorris","nokai",1266522872,107087,12357
"jajaja","ArthurSpooner",1266453875,106296,12362
"marrs1","ArthurSpooner",1266454007,106297,12362
"jajaja","marrs1",1266454103,106298,12362
"jajaja","donnie",1266456525,106319,12362
"incognito","DocMorris",1266483258,106368,12362
"jajaja","neggars",1266493886,106514,12362
"jajaja","ichwersons",1266496501,106571,12362
"jajaja","ArthurSpooner",1266498469,106617,12362
"Scorp","jajaja",1266500339,106646,12362
"jajaja","Scorp",1266500516,106650,12362
"jajaja","Scorp",1266501004,106660,12362
"jajaja","Scorp",1266501714,106679,12362
"jajaja","shunkweed",1266505142,106764,12362
"jajaja","RaKTeC",1266668955,108219,12362
"V.Valentino","van_hauser",1267749940,120688,12362
"V.Valentino","van_hauser",1267751601,120701,12362
"anyway","neggars",1267803479,121223,12362
"sedriss","wiesel",1268090416,126432,12362
"Drop","wiesel",1268148591,127105,12362
"FakeBaba","And1player",1266456689,106321,12365
"Loptr","And1player",1266506224,106791,12365
"debug","shunkweed",1266508352,106827,12365
"EvoluTioN","hoppel",1266487247,106405,12369
"pwnedn00b","zocker",1266672091,108250,12370
"EvoluTioN","Sceneman",1266488170,106425,12375
"ayok","haege",1266488208,106426,12375
"EvoluTioN","Sceneman",1266490741,106449,12375
"Dr.Faust","EvoluTioN",1266496873,106575,12375
"EvoluTioN","Dr.Faust",1266501816,106682,12375
"EvoluTioN","Klempner",1266767128,108944,12376
"EvoluTioN","kartoffelbrot",1266769219,108968,12376
"debug","marrs1",1266577344,107509,12377
"BTC","marrs1",1266766222,108928,12377
"H1xx3r","BTC",1266768475,108959,12377
"BTC","H1xx3r",1266768684,108963,12377
"EvoluTioN","Arma",1266490820,106452,12379
"EvoluTioN","john cena",1266494444,106522,12379
"EvoluTioN","john cena",1266495111,106537,12379
"EvoluTioN","john cena",1266495660,106547,12379
"EvoluTioN","john cena",1266498151,106607,12379
"EvoluTioN","Veto<3",1266565459,107414,12379
"DocMorris","haege",1267126843,112595,12392
"w3p0wer","Kuku",1266666041,108178,12395
"90.","debug",1266497823,106599,12396
"jajaja","phantom",1266498900,106628,12396
"90.","phantom",1266523018,107089,12396
"itsme","Pa!mon",1266583309,107569,12399
"jajaja","EvoluTioN",1266499162,106633,12400
"EvoluTioN","jajaja",1266499253,106637,12400
"DocMorris","Sceneman",1266501153,106663,12402
"ACHEL0S","Drunkensam",1266502017,106690,12402
"star41","SurfArab",1266502698,106719,12402
"Sceneman","LIRIX",1266505422,106770,12402
"antr4x","marijuana",1266507865,106822,12402
"debug","Authentisch",1266508492,106829,12402
"ACHEL0S","Authentisch",1266508971,106835,12402
"FakeBaba","Primax",1266516790,106980,12402
"star41","0-saft",1266522817,107085,12402
"FakeBaba","star41",1266523741,107101,12402
"EvoluTioN","Stinger",1266566261,107420,12402
"EvoluTioN","incognito",1266566883,107426,12402
"EvoluTioN","Sutekh",1266569892,107455,12402
"BlackMatrix","sleepdaddy",1266594886,107705,12402
"sp0t","Primax",1266682190,108376,12402
"D-Kay","sp0t",1266682562,108380,12402
"debug","STAFFORD!",1266682940,108384,12402
"PS-Freak-Ger","sleepdaddy",1266696092,108450,12402
"SILEN0S","d3stroy",1266700697,108509,12402
"DocMorris","Mecorix",1266836684,109653,12403
"DocMorris","Mecorix",1266836691,109654,12403
"Hawkins","debug",1266751016,108737,12404
"Hawkins","DarylGecko",1267451825,115729,12404
"dejavue","gasmend",1269956273,162523,12405
"saxxo","Dreihaar",1266504590,106752,12407
"marijuana","mario_1989",1266506714,106808,12407
"mario_1989","marijuana",1266506984,106816,12407
"mario_1989","Märtyrer",1266520009,107029,12407
"EvoluTioN","BalloonBafoon",1266566826,107425,12407
"vengad0r","BalloonBafoon",1266566939,107428,12407
"incognito","EvoluTioN",1266567069,107429,12407
"BalloonBafoon","EvoluTioN",1266567517,107433,12407
"EvoluTioN","BalloonBafoon",1266568017,107436,12407
"EvoluTioN","BalloonBafoon",1266569086,107446,12407
"jajaja","superman123456",1266502250,106701,12408
"jajaja","Dreihaar",1266502277,106703,12408
"jajaja","89Max",1266502767,106722,12408
"jajaja","megane",1266503887,106742,12408
"SICK","megane",1266504424,106747,12408
"jajaja","SICK",1266504726,106754,12408
"SICK","jajaja",1266505516,106772,12408
"marrs1","Cakal",1266506791,106811,12408
"jajaja","marrs1",1266512392,106920,12408
"jajaja","4chan.org",1266502414,106709,12410
"Gecker","4chan.org",1266502506,106713,12410
"turb0julz","Dreihaar",1266502641,106717,12410
"jajaja","Gecker",1266502663,106718,12410
"Gecker","jajaja",1266502743,106721,12410
"jajaja","Gecker",1266502869,106723,12410
"jajaja","Gecker",1266503143,106729,12410
"Gecker","Gecker",1266503247,106731,12410
"NightAngel","jajaja",1266503494,106734,12410
"jajaja","aeiko1",1266503713,106739,12410
"jajaja","Sickness",1266504844,106756,12410
"EvoluTioN","jajaja",1266509618,106846,12410
"Risking","EvoluTioN",1266509779,106849,12410
"jajaja","EvoluTioN",1266512204,106916,12410
"TheBlackHat","0010110101001",1266514378,106945,12410
"jajaja","Sutekh",1266528010,107158,12410
"m00nchile","kranich",1266767610,108947,12410
"Cakal","m00nchile",1266841443,109700,12410
"Conn0r","jajaja",1267015379,111279,12410
"SuperHorst","p0f",1267286474,113727,12410
"V.Valentino","p0f",1267286700,113730,12410
"lcf11","lcf11",1266511627,106904,12412
"jajaja","Gecker",1266505559,106773,12415
"jajaja","Cakal",1266506503,106801,12415
"ACHEL0S","roxx",1266506111,106788,12416
"roxx","Emberka",1266506115,106789,12416
"PS-Freak-Ger","roxx",1266506238,106795,12416
"ACHEL0S","roxx",1266506500,106800,12416
"SILEN0S","roxx",1266506571,106804,12416
"PS-Freak-Ger","roxx",1266506666,106806,12416
"roxx","ScenenBewacher",1266506800,106812,12416
"ACHEL0S","roxx",1266507056,106817,12416
"ACHEL0S","sleepdaddy",1266509287,106842,12416
"roxx","star41",1266510360,106862,12416
"roxx","H1xx3r",1266510582,106869,12416
"roxx","PS-Freak-Ger",1266511742,106908,12416
"Swace","roxx",1266512267,106918,12416
"star41","roxx",1266514206,106940,12416
"roxx","webmoney",1266521416,107061,12416
"X0064X","star41",1266555920,107398,12416
"SynStorm","roxx",1266857566,110033,12416
"InterOptic","underg22",1268559665,134156,12420
"jajaja","JBG31",1266522683,107084,12421
"random","Sutekh",1266568964,107444,12421
"debug","MistaMicha",1266515196,106958,12423
"THANAT0S","MistaMicha",1266516064,106971,12423
"iNf3cT3d","Sinobis",1266516284,106973,12423
"m!stelzwe!g","MistaMicha",1266519164,107011,12423
"Hawkins","Benelli",1266651686,108065,12423
"En3my","Sickness",1267905514,122946,12423
"Rafael1989","Jonny",1270577436,177085,12423
"g0dL1ke1337","MistaMicha",1270577657,177093,12423
"incognito","polinger",1266567457,107432,12425
"r3druM.","polinger",1267004609,111179,12425
"jajaja","metalwarlock",1266522861,107086,12427
"jajaja","Gecker",1266523431,107094,12427
"jajaja","Gecker",1266523716,107100,12427
"marrs1","ForrestGriffin",1266708009,108595,12430
"ForrestGriffin","Blakharaz",1267136745,112764,12430
"Sceneman","debug",1266528761,107176,12431
"DocMorris","Sceneman",1266528977,107181,12431
"DocMorris","3lite",1266600108,107769,12435
"DocMorris","3lite",1266603812,107822,12435
"DocMorris","3lite",1266603819,107823,12435
"Risking","xXSamXx",1266524916,107121,12437
"debug","X0064X",1266573117,107469,12437
"mario_1989","Jonko",1266527305,107151,12438
"NightAngel","mario_1989",1266532454,107261,12438
"NightAngel","AMD",1266537664,107338,12438
"EvoluTioN","NightAngel",1266566653,107423,12438
"NightAngel","LIRIX",1266870114,110227,12438
"mario_1989","Dr.WeeD",1266874013,110310,12438
"sliver","marrs1",1266541543,107353,12440
"debug","hss404",1266582462,107565,12440
"hss404","debug",1266583815,107575,12440
"EvoluTioN","NoLimits",1266571298,107463,12447
"debug","milan551",1266612089,107922,12447
"9175","van_hauser",1266859131,110059,12447
"NoLimits","EvoluTioN",1266859279,110062,12447
"m!stelzwe!g","Tiberius",1266531033,107228,12449
"m!stelzwe!g","Dreihaar",1266531418,107240,12449
"Sceneman","sliver",1266542303,107357,12449
"MyOwnBusiness","john cena",1266683776,108392,12450
"Pa!mon","m!stelzwe!g",1266533135,107269,12451
"Risking","hoppel",1266568876,107443,12451
"mario_1989","NightAngel",1266533479,107274,12452
"mario_1989","LIRIX",1266590488,107647,12452
"mario_1989","DjKisune",1266590980,107655,12452
"mario_1989","DjKisune",1266590989,107656,12452
"DjKisune","mario_1989",1266591309,107657,12452
"mario_1989","DjKisune",1266591415,107659,12452
"EvoluTioN","HeyHo",1266565531,107415,12453
"incognito","TimeKiller",1266567186,107430,12454
"FroschKanone","mikagg",1266594530,107696,12455
"EvoluTioN","hoppel",1266654501,108070,12455
"meayoz","DocMorris",1267021315,111388,12456
"knackigeoma","meayoz",1267049656,111868,12456
"DocMorris","meayoz",1267066659,112028,12456
"DocMorris","NoLimits",1266545581,107375,12457
"incognito","DocMorris",1266938496,110753,12457
"DocMorris","Numb3rs",1267057583,111983,12457
"DocMorris","Numb3rs",1267064971,112020,12457
"DocMorris","*HIV*",1267403859,115397,12457
"EvoluTioN","BalloonBafoon",1266569774,107452,12458
"BalloonBafoon","incognito",1266569821,107454,12458
"EvoluTioN","BalloonBafoon",1266570114,107457,12458
"H1xx3r","ixxten",1266545668,107376,12461
"ACHEL0S","DCX777",1266632607,108038,12464
"Hawkins","NeotoX",1266672881,108256,12464
"sh0kfir3","THANAT0S",1266680896,108356,12464
"marijuana","van_hauser",1266708699,108598,12464
"Acer","THANAT0S",1266708889,108599,12464
"xam4","mario_1989",1266748174,108712,12464
"Hawkins","w3p0wer",1266750395,108732,12464
"mario_1989","NeotoX",1266756112,108801,12464
"Sickness","haege",1266787676,109319,12464
"storm","Sickness",1266827015,109605,12464
"NeotoX","NeotoX",1266861836,110098,12464
"Vitali","And1player",1266862456,110110,12464
"ZEL0S","onlyforyou",1266870007,110224,12464
"storm","k!LLu",1266870430,110234,12464
"Luftpumpe","pacman",1269565149,153329,12464
"EBM","koksbot 2.0",1271707942,202282,12467
"EvoluTioN","Jaksa",1266577679,107516,12468
"incognito","Jaksa",1266580998,107549,12468
"incognito","DocMorris",1266786426,109295,12468
"DocMorris","NoLimits",1266826110,109603,12468
"NAPALM","silver54",1266586266,107600,12475
"XuXuX","incognito",1266587413,107614,12476
"EvoluTioN","DocMorris",1266654282,108068,12477
"storm","DocMorris",1266785154,109262,12477
"Legit","NAPALM",1266589756,107633,12480
"xam4","Sceneman",1266590319,107643,12480
"DjKisune","NAPALM",1266590496,107648,12480
"DjKisune","FAIL",1266590683,107651,12480
"FakeBaba","n3o",1266597654,107732,12490
"debug","MajinCloud",1266598300,107743,12490
"FakeBaba","debug",1266598851,107749,12490
"AES","Jibbertripo",1266612253,107926,12492
"X0064X","Jibbertripo",1266647815,108060,12492
"EvoluTioN","H1xx3r",1266855607,110001,12493
"CHA0S","storm",1266610003,107895,12495
"storm","CHA0S",1266611165,107908,12495
"H1xx3r","debug",1266598927,107750,12496
"H1xx3r","NAPALM",1266685753,108401,12497
"kingling","milan551",1266608882,107881,12499
"conax","wacked",1268083642,126250,12504
"m!stelzwe!g","series",1266607627,107868,12507
"ACHEL0S","terminiert",1266622560,108015,12507
"m!stelzwe!g","Cakal",1266623385,108017,12507
"Cakal","m!stelzwe!g",1266645280,108056,12507
"m!stelzwe!g","Cakal",1266660490,108099,12507
"EvoluTioN","Risking",1266662491,108121,12507
"EvoluTioN","shunkweed",1266655652,108075,12512
"jajaja","Thug4Life",1266889393,110463,12513
"incognito","zidan369",1266917177,110514,12513
"EvoluTioN","And1player",1267199520,113159,12514
"EvoluTioN","And1player",1267199543,113160,12514
"FroschKanone","john cena",1266613668,107944,12516
"FroschKanone","john cena",1266662718,108126,12516
"EvoluTioN","john cena",1266677077,108299,12516
"FroschKanone","klauskleber",1266680949,108357,12516
"Pa!mon","john cena",1266873238,110297,12516
"TheBlackHat","hoppel",1266614543,107959,12520
"Delaja","milan551",1266615392,107965,12521
"Ch4oS","m!stelzwe!g",1266617505,107978,12522
"m!stelzwe!g","Ch4oS",1266620761,107996,12522
"K-Lex","Legit",1266620795,107997,12524
"K-Lex","Legit",1266621190,108003,12524
"m!stelzwe!g","K-Lex",1266624070,108021,12524
"K-Lex","m!stelzwe!g",1266624735,108023,12524
"ACHEL0S","K-Lex",1266625307,108024,12524
"m!stelzwe!g","K-Lex",1266625375,108025,12524
"ichwersons","3batl",1266666952,108188,12528
"D-Kay","codeblack",1266676536,108291,12528
"PS-Freak-Ger","D-Kay",1266676595,108292,12528
"ACHEL0S","ForrestGriffin",1266680809,108349,12528
"EvoluTioN","AllStar",1266663834,108142,12529
"X0064X","Freakasod",1266694598,108437,12529
"EvoluTioN","n3o",1266666032,108177,12530
"EvoluTioN","Cesar",1266666638,108185,12530
"EvoluTioN","Casanova",1266667177,108190,12530
"EvoluTioN","krause515",1266669423,108225,12530
"BandidoSupp","Cyberus",1266667155,108189,12531
"debug","kingling",1266673260,108261,12532
"EvoluTioN","Risking",1266668382,108206,12533
"EvoluTioN","RapiX",1266668644,108212,12533
"EvoluTioN","marrs1",1266668948,108218,12533
"Risking","EvoluTioN",1266669226,108224,12533
"marrs1","EvoluTioN",1266669644,108229,12533
"EvoluTioN","Risking",1266670301,108238,12533
"EvoluTioN","THANAT0S",1266670998,108243,12533
"EvoluTioN","RapiX",1266676746,108294,12533
"RapiX","EvoluTioN",1266704031,108557,12533
"EvoluTioN","Orphos_Cloud",1266738282,108658,12533
"random","Cakal",1266838337,109673,12535
"Shade","sleepdaddy",1266839882,109685,12535
"SILEN0S","Shade",1266860642,110076,12535
"SILEN0S","MajinCloud",1266918444,110523,12535
"FakeBaba","f00f0",1266673331,108262,12537
"FakeBaba","humpeNN",1266677857,108305,12537
"conax","iShorty",1266678318,108312,12538
"M.O.B","haege",1269966938,162954,12538
"Isy-Beatz","M.O.B",1279841247,303443,12538
"jon_lee","dabbadaaa",1279898894,304199,12538
"Xalotas","kre!os",1279970782,305114,12538
"dabbadaaa","^^Silver^^",1280181099,308470,12538
"ForrestGriffin","Wasted Youth",1266679323,108326,12539
"ForrestGriffin","Wasted Youth",1266766983,108943,12539
"131337","mikagg",1266773959,109100,12539
"EvoluTioN","Scorpion124",1266677874,108306,12543
"debug","milan551",1266682602,108381,12544
"AES","milan551",1266683642,108391,12544
"AES","Sh0cK",1266701744,108521,12544
"AES","Rolf32",1266767658,108949,12544
"conax","XuXuX",1266844381,109763,12544
"EvoluTioN","Scorpion124",1266744127,108673,12564
"EvoluTioN","Scorpion124",1266859561,110067,12564
"NoLimits","EvoluTioN",1266958610,110948,12564
"EvoluTioN","NoLimits",1266960399,110971,12564
"EvoluTioN","webmoney",1266960766,110982,12564
"EvoluTioN","Lix",1267466540,116119,12564
"str0ker","style-",1266696665,108460,12570
"str0ker","debug",1266696766,108463,12570
"debug","Cesar",1266696993,108467,12570
"debug","str0ker",1266697443,108473,12570
"str0ker","TimeKiller",1266699628,108499,12570
"knackigeoma","Cesar",1266879252,110406,12570
"sliver","Cesar",1266882198,110430,12570
"marrs1","str0ker",1266882680,110434,12570
"Sickness","held",1266900391,110474,12571
"jeiN","Wounder",1266712604,108619,12573
"1337carder","milan551",1266705008,108571,12577
"iShorty","iShorty",1266703564,108548,12578
"knackigeoma","iShorty",1267049541,111864,12579
"iShorty","iShorty",1267049801,111872,12579
"daniel45899","Hexxor",1266706357,108587,12580
"DocMorris","Authentisch",1266956112,110915,12581
"SynStorm","k!LLu",1267041496,111747,12582
"SynStorm","inexcussus",1267044636,111783,12582
"AscN","Ankashi",1267053394,111949,12582
"P5N","onlyforyou",1267120753,112509,12582
"xanden","van_hauser",1266782354,109209,12584
"xanden","MistaMicha",1266782839,109224,12584
"xanden","david_osiris",1266783327,109233,12584
"Sickness","david_osiris",1266774617,109112,12586
"P5N","david_osiris",1266774731,109117,12586
"Sickness","Rolf32",1266775336,109132,12586
"afakename","Senfi",1267657093,119262,12586
"Senfi","SeriallKiller",1267735382,120326,12586
"debug","SwollenBalls",1266746970,108698,12592
"H1xx3r","debug",1266755322,108788,12592
"BIGBOSS","debug",1277669679,273913,12592
"debug","MistaMicha",1266852354,109931,12598
"restor","N!sK",1266752389,108750,12600
"Sceneman","RapiX",1266757457,108829,12605
"aCiDzOrN","RapiX",1266757485,108830,12605
"Misa","Sceneman",1267144423,112828,12605
"davis_cc","RapiX",1269183434,145297,12605
"H1xx3r","johnwhodoe",1266771201,109023,12610
"sensenmann","hexad.",1266772466,109062,12610
"H1xx3r","MistaMicha",1266777895,109169,12610
"Randy","BA!!",1266944605,110890,12611
"EvoluTioN","d33rhunt3r",1266774129,109104,12612
"DocMorris","debug",1266774809,109120,12612
"90.","Nop0x90",1266766968,108941,12613
"jajaja","BTC",1266768608,108962,12615
"jajaja","Emberka",1266769582,108978,12615
"jajaja","Airen",1266770008,108989,12615
"jajaja","Airen",1266770958,109010,12615
"webmoney","jajaja",1266779845,109187,12615
"Napoleon","jajaja",1266780060,109188,12615
"jajaja","van_hauser",1266858721,110051,12615
"jajaja","DocMorris",1266872772,110278,12615
"jajaja","Dr.WeeD",1266874217,110315,12615
"crazzu","raydonavan",1266877657,110378,12615
"jajaja","crazzu",1266878012,110385,12615
"H1xx3r","Totila",1266770727,109002,12617
"held","makko",1266789621,109356,12617
"Hexxor","MistaMicha",1266769954,108988,12619
"Hexxor","m00nchile",1266776550,109154,12619
"EvoluTioN","DasRocka",1266771393,109032,12622
"DocMorris","humpeNN",1266773289,109088,12624
"DasRocka","MistaMicha",1266772797,109071,12625
"david_osiris","d3stroy",1266849794,109882,12625
"Ground_off","m00nchile",1266774492,109111,12628
"Six_By_Seven","Emberka",1266774864,109121,12628
"BTC","m00nchile",1267096844,112131,12628
"Sceneman","Shade",1266782480,109214,12638
"chapter81","Cyler",1266785669,109275,12642
"webmoney","Dr.WeeD",1266786576,109300,12642
