"fromuser","touser","date","postid","threadid"
7052,9512,1271524661,197953,23832
5290,9361,1271527016,198037,23840
7002,6945,1271529019,198083,23852
7578,7002,1271529178,198088,23852
7906,6335,1271532709,198180,23858
9028,9090,1271791780,203856,23870
9047,9028,1271792121,203872,23870
8461,8807,1271534011,198228,23874
5469,6876,1271538306,198346,23874
7284,9259,1271537902,198331,23878
5659,7022,1271545053,198557,23879
8153,8583,1271590271,199148,23879
6469,9542,1271538687,198359,23881
7854,6469,1271538775,198364,23881
9542,8848,1271538791,198365,23881
6469,9542,1271539242,198387,23881
6469,9542,1271539588,198399,23881
4840,6469,1271542738,198499,23881
7819,7854,1271543160,198519,23881
6469,7819,1271544156,198541,23881
7819,6469,1271544397,198546,23881
7819,6469,1271544669,198549,23881
7819,7170,1271545682,198571,23881
9401,7819,1271569558,198758,23881
9028,9090,1271581431,198854,23881
8486,6469,1271676429,200976,23881
5977,7665,1271547839,198621,23885
7631,5240,1271542141,198474,23888
7631,5240,1271544959,198555,23888
5240,7631,1271545765,198573,23888
5240,8860,1271546642,198596,23888
8514,5240,1271616639,200039,23888
8921,7052,1271541889,198467,23889
7819,7379,1271544084,198539,23899
7819,8598,1271545558,198568,23899
6804,5271,1271547357,198611,23900
7884,8495,1271552467,198690,23911
5154,7884,1271622585,200334,23911
8495,8564,1271703744,202094,23911
8564,6633,1271704625,202122,23911
8958,7722,1272267933,209524,23911
8416,5469,1271559156,198729,23917
8416,5469,1271559441,198732,23917
5722,8416,1271560346,198743,23917
7379,8416,1271560538,198746,23917
7690,8416,1271579869,198811,23917
9311,9426,1271581594,198858,23917
6634,9539,1271584910,198933,23923
6634,9090,1271584783,198932,23931
8283,7756,1271584996,198936,23932
7032,8283,1271585356,198945,23932
7492,8673,1271793157,203912,23946
9222,5596,1271589926,199133,23947
7284,9401,1271668225,200780,23949
5222,9311,1271587335,199024,23951
7631,8637,1271588994,199090,23953
5031,7631,1271589590,199112,23953
7052,7659,1271590929,199175,23962
8359,7722,1271591097,199183,23962
8359,9028,1271614900,199949,23962
9624,5832,1271779146,203386,23968
9540,9475,1271605892,199658,23972
9222,7911,1271606055,199661,23972
8301,7022,1271598504,199418,23990
9093,7671,1271605597,199650,24010
7671,9093,1271605651,199652,24010
9597,8717,1271794700,203993,24010
7347,7871,1271680168,201111,24012
5240,9028,1271607040,199681,24019
4839,9580,1271602001,199528,24022
5557,5469,1272727562,216423,24024
5030,6122,1271878950,205697,24032
7819,5832,1276193851,251293,24036
8026,5388,1271610407,199772,24053
5388,8026,1271610587,199777,24053
9445,5388,1271610620,199780,24053
4954,7578,1271614940,199954,24059
8153,4954,1271615246,199968,24059
8807,8848,1271612730,199869,24060
6040,7022,1271614214,199921,24067
6645,9260,1271615814,199995,24077
7409,9260,1271616066,200007,24077
6444,7409,1271616162,200014,24077
6040,9048,1271619191,200166,24084
8958,9222,1271624190,200409,24084
9222,8958,1271624884,200435,24084
7258,6688,1271759916,202817,24086
9517,9090,1271618539,200133,24089
8006,5717,1271624428,200416,24093
8325,8685,1271682184,201200,24097
8026,9110,1271622458,200330,24107
8026,4859,1271622650,200337,24107
8026,5889,1271622823,200343,24107
8026,9110,1271622994,200353,24107
8026,9110,1271623181,200367,24107
8026,7717,1271624478,200419,24107
8026,7717,1271625336,200453,24107
7717,8026,1271625729,200466,24107
8026,7717,1271627289,200522,24107
7717,9593,1271658809,200715,24107
7717,5659,1271662439,200733,24107
8026,9593,1271680910,201143,24107
8026,6153,1271687775,201398,24107
8026,7717,1271688689,201438,24107
8026,6647,1271689018,201456,24107
8026,5889,1271691123,201527,24107
8548,8026,1271717619,202553,24107
8548,8026,1271787943,203723,24107
9445,9539,1271621194,200259,24113
8343,9539,1271672679,200867,24113
8848,8618,1271679658,201088,24113
8343,9539,1271679716,201091,24113
7722,8495,1271658879,200716,24128
9565,9222,1271627377,200529,24130
9410,9067,1271628239,200563,24130
8608,7690,1271626971,200507,24131
7170,9560,1271627202,200514,24132
7170,8281,1271680804,201136,24132
7616,8658,1271627337,200525,24133
6804,8377,1271627394,200532,24133
7258,6526,1271627680,200544,24133
7616,7258,1271627699,200545,24133
7616,7258,1271628056,200558,24133
7616,6876,1271628818,200573,24133
7616,6088,1271629282,200584,24133
7087,8486,1271673878,200902,24133
7211,7052,1271696011,201777,24133
8153,6979,1271697577,201865,24133
7616,8153,1271697680,201870,24133
8153,7616,1271697906,201880,24133
9361,9426,1271629907,200595,24136
9361,6777,1271630030,200598,24136
9527,9565,1271632862,200629,24148
8153,6647,1271765655,202978,24151
8658,8153,1271767831,203040,24151
9527,9260,1271874569,205483,24153
9410,9565,1271635553,200652,24157
9410,9565,1271757421,202779,24157
9527,9222,1271696100,201781,24158
9527,6876,1271696343,201803,24158
8153,6876,1271767152,203017,24159
8026,7258,1271670144,200807,24174
7258,8308,1271672623,200859,24182
7002,7258,1271672866,200873,24182
9479,7258,1271673694,200900,24182
8308,7002,1271673762,200901,24182
7002,7469,1271674263,200917,24183
8351,7659,1271675377,200944,24188
5859,8351,1271678459,201040,24188
6434,8608,1271678063,201021,24194
8300,7911,1271679303,201072,24197
8256,9485,1271692251,201567,24205
9220,9395,1271682545,201210,24209
8343,9060,1271684943,201302,24232
8564,6469,1271691387,201534,24232
6330,7690,1271771740,203139,24234
7690,6330,1271771955,203142,24234
6330,5834,1271780054,203415,24234
7578,6330,1271780136,203417,24234
6330,7578,1271780376,203426,24234
7578,6330,1271780449,203429,24234
7578,6330,1271780908,203449,24234
6330,7578,1271781179,203458,24234
7578,6330,1271781963,203475,24234
6330,7578,1271782180,203486,24234
5839,6330,1271783648,203547,24234
8153,9514,1271930162,206379,24237
8153,7284,1271930433,206389,24237
8153,7293,1271931501,206413,24237
8899,9527,1271688309,201418,24244
8281,7487,1271694337,201670,24266
9060,8153,1271695911,201771,24277
5876,9527,1271695376,201733,24278
8514,5876,1271695717,201761,24278
9401,8514,1271708195,202300,24278
8256,6574,1271696763,201828,24281
9361,8153,1271697136,201844,24286
9361,8343,1271697312,201851,24286
9028,8461,1271710799,202403,24295
9222,8759,1271701014,201985,24297
5388,8637,1271701321,201995,24299
6777,7123,1271704715,202128,24300
7690,9172,1271703392,202073,24309
7690,8848,1271703945,202098,24309
7690,6574,1271705212,202150,24309
7523,9260,1271704784,202133,24314
7523,8359,1271704956,202138,24314
8026,7911,1271706186,202179,24317
6876,7722,1271708276,202307,24323
6876,8994,1271714783,202523,24323
10791,5977,1271709716,202362,24334
8608,8377,1271707437,202255,24335
7854,8325,1271765140,202960,24347
7258,8153,1271768795,203060,24352
7284,9308,1271758432,202796,24361
9172,7284,1271846059,204547,24361
9172,8798,1271851803,204691,24361
5085,7032,1275498475,238559,24365
7052,5977,1271714809,202524,24368
6526,6633,1271766773,203007,24374
8343,5047,1271725172,202605,24384
8130,7523,1271762461,202875,24391
7198,8281,1271748363,202670,24395
7198,7911,1271749050,202673,24395
7631,9401,1271750713,202688,24395
7258,7284,1271756353,202758,24402
8300,9028,1271758552,202797,24402
7258,7665,1271759062,202807,24402
9235,8514,1271876143,205574,24404
8609,9527,1271849396,204621,24414
9505,7717,1271836202,204438,24424
5047,9505,1271856039,204831,24424
9565,9527,1271762121,202865,24425
9527,9565,1271766309,202993,24425
5876,8748,1271856734,204854,24427
7690,7347,1271766734,203004,24428
7347,7690,1271767610,203033,24428
9410,6769,1271762563,202879,24431
8343,6785,1271764151,202918,24432
6571,8153,1271765301,202967,24433
9401,9565,1271766343,202995,24435
9401,9565,1271766653,203003,24435
9401,7330,1271767208,203019,24435
9401,9565,1271793238,203919,24435
9565,7045,1271860085,204952,24435
7045,9565,1271860750,204978,24435
8548,6634,1271769843,203082,24444
6634,6557,1271772293,203148,24444
7479,8891,1271770672,203108,24455
7479,9090,1271927543,206322,24458
7479,9524,1271928751,206342,24458
8517,7690,1271772480,203152,24461
8517,6876,1271776090,203281,24461
9573,5977,1271773306,203184,24464
5977,9573,1271773392,203187,24464
5328,9431,1272284475,209676,24468
8860,9610,1271783034,203521,24475
8860,8994,1271783577,203546,24475
7690,8281,1271777607,203332,24477
8281,7690,1271777985,203342,24477
7690,8281,1271778785,203372,24477
7032,8177,1271786316,203665,24477
8177,7743,1271786539,203674,24477
9444,8994,1271805934,204245,24480
7690,6649,1271778624,203366,24484
7690,6649,1271778907,203377,24484
7690,7578,1271780269,203422,24484
7094,6734,1271779094,203382,24486
7094,6518,1271779373,203392,24486
7094,6518,1271779813,203407,24486
7094,6518,1271780047,203414,24486
7729,5240,1271788984,203766,24496
7284,7729,1271789007,203767,24496
8343,7854,1271782846,203513,24501
5047,7198,1271785044,203604,24506
9565,8153,1271980331,208004,24516
8548,8637,1271785004,203602,24523
8637,8548,1271785591,203629,24523
7884,8153,1271788927,203762,24525
7884,6031,1271791430,203836,24525
11572,11855,1276939678,260708,24528
9573,9426,1271790181,203794,24540
5047,6601,1271788924,203761,24541
5894,9573,1271791508,203842,24543
8461,5894,1271791813,203857,24543
5839,9610,1271791933,203865,24543
7663,8153,1271795498,204024,24554
7663,8385,1271796937,204081,24554
7663,8385,1271843751,204511,24554
8598,8256,1271792259,203879,24555
8153,8598,1271792297,203881,24555
8598,9620,1271792391,203888,24555
10791,6390,1271793328,203923,24557
8343,7184,1271853089,204737,24558
6524,5573,1271795256,204015,24561
9527,6620,1271795599,204030,24561
8608,5411,1271796212,204056,24561
6524,7277,1271794734,203994,24565
6524,9597,1271794860,204002,24565
7032,8595,1271795601,204031,24571
7032,8595,1271795893,204042,24571
7032,5800,1271796487,204067,24571
6330,6504,1271813005,204307,24577
5222,7616,1271797954,204096,24578
8512,7277,1271831672,204400,24581
6614,8512,1271842064,204495,24581
7170,9222,1271800962,204185,24582
9222,7717,1271800958,204184,24587
8255,8514,1271856722,204852,24600
7198,8514,1271819452,204340,24607
7663,9505,1271860396,204962,24608
9505,7663,1271861198,204997,24608
7663,9505,1271865778,205157,24608
7663,7185,1271867104,205221,24608
5769,7911,1271833037,204406,24612
6782,5769,1271945442,206872,24612
5240,6782,1271946050,206901,24612
6782,5240,1271955896,207232,24612
8300,7911,1271832446,204403,24616
7663,6759,1271874590,205486,24622
8416,6785,1271853929,204766,24625
7717,9320,1271866503,205186,24625
8608,8604,1271840491,204475,24626
6688,5722,1271841530,204488,24627
6620,9125,1271847778,204585,24633
8153,9125,1271878314,205678,24633
9505,6606,1271850978,204660,24642
6154,7094,1271860220,204957,24651
5222,6143,1271854397,204779,24661
6206,8426,1272019008,208282,24665
7347,6143,1271856583,204847,24667
9426,9222,1271858776,204916,24670
4892,6620,1271941568,206722,24673
10486,7003,1277244686,266024,24674
13368,11325,1277284665,266294,24674
14057,13368,1277285006,266310,24674
11956,13918,1277285102,266314,24674
7690,8564,1271862166,205024,24684
7690,8564,1271862708,205044,24684
8564,7690,1271863388,205075,24684
8564,5717,1271863809,205093,24684
7690,8564,1271864092,205102,24684
7690,5388,1271862379,205034,24689
8068,7032,1271863601,205086,24689
7275,8325,1275666579,241872,24693
7275,11403,1276349452,253395,24693
9028,9514,1271937026,206565,24695
5977,6085,1271868937,205282,24701
6085,8910,1271870382,205321,24705
5894,6649,1271866537,205188,24710
8608,9514,1271866518,205187,24713
7663,9514,1271867563,205245,24713
9527,7258,1271868828,205279,24713
7258,9527,1271869285,205290,24713
5592,8608,1271948034,206962,24713
5713,6031,1271868684,205274,24720
7258,5713,1271868973,205284,24720
9222,9565,1271889777,206076,24739
7523,7258,1271924805,206275,24741
8237,8655,1271928275,206335,24741
5020,7052,1271884547,205945,24763
9527,8608,1271876069,205571,24767
9527,8608,1271876267,205581,24767
9260,8608,1271876322,205585,24767
5240,5800,1271880219,205761,24774
5800,6633,1271880514,205782,24774
8153,6574,1271878028,205663,24777
8153,6574,1271878192,205673,24777
8860,7722,1271878576,205686,24782
6524,5884,1271880235,205763,24784
6206,9130,1271880370,205771,24785
6206,6318,1271882536,205863,24785
5388,8899,1271880456,205778,24792
5388,8377,1271880780,205795,24792
5800,8899,1271881605,205839,24792
9527,8486,1271880384,205773,24795
9426,7330,1271881447,205832,24796
8068,6085,1271883338,205899,24802
8608,6335,1271894108,206154,24831
7059,8608,1271894232,206155,24831
7929,7022,1271964565,207598,24831
8514,8618,1271897179,206176,24832
5287,5493,1271921070,206244,24836
9130,8343,1272022593,208370,24836
8608,9240,1271893197,206141,24837
9240,8608,1271893316,206142,24837
8608,8343,1271893344,206144,24837
8343,8608,1271893545,206146,24837
8608,5659,1271896598,206169,24837
9527,9240,1271893724,206149,24838
9222,9260,1271933686,206471,24838
5030,9244,1271899336,206189,24839
9401,4840,1271898871,206185,24840
4840,9401,1271899490,206191,24840
6792,9514,1271928853,206346,24851
8344,9514,1271926357,206307,24852
8153,8344,1271926850,206310,24852
6581,4859,1271933390,206463,24856
8343,7717,1271929369,206358,24857
7663,7015,1271937523,206585,24858
7094,7479,1271931200,206404,24860
7094,9514,1271931852,206421,24860
9047,8323,1271960675,207427,24862
9047,6961,1271965160,207627,24862
5287,8993,1271935228,206535,24868
6206,5131,1271934303,206493,24870
8153,6206,1271934560,206504,24870
8153,7317,1271934932,206522,24873
7631,8153,1271934992,206526,24873
8153,7631,1271935213,206533,24873
6330,9514,1272011776,208188,24878
8421,7284,1271941033,206699,24885
8421,9514,1271942257,206763,24885
7631,7284,1271938903,206628,24886
8359,7123,1271940535,206678,24887
8421,9514,1271942453,206774,24897
7284,6543,1271943233,206791,24897
8637,8300,1271941665,206728,24898
6330,9320,1271943444,206797,24898
7293,7383,1271943761,206813,24898
7293,5977,1271944726,206848,24898
5977,7293,1271947919,206959,24898
7032,8637,1271942157,206755,24902
8301,5659,1271943568,206803,24906
8301,9431,1271947516,206949,24906
6460,6567,1271980545,208006,24909
6574,5538,1271945441,206871,24913
9028,5684,1271946593,206918,24914
5090,9431,1271974698,207921,24914
6206,8375,1271946634,206920,24916
8375,5240,1271947685,206953,24916
8495,8375,1271947875,206955,24916
5240,8375,1271947943,206960,24916
7094,7578,1271951090,207077,24939
6961,5620,1271951613,207103,24939
7094,7578,1271951955,207117,24939
5977,7523,1271951476,207095,24942
5493,7379,1271955444,207218,24946
7379,5493,1271955602,207226,24946
11182,8964,1275735271,242795,24962
7616,7052,1271954840,207204,24965
7616,7690,1271955610,207228,24969
7032,6504,1271957493,207293,24977
7032,6504,1271961092,207444,24977
6645,6839,1271957721,207305,24982
6120,7330,1271964664,207605,24983
6085,8068,1271970736,207855,24995
7379,7631,1271997185,208085,25000
7379,5839,1280500663,313059,25000
8068,9515,1271963641,207565,25012
6567,7908,1271967706,207747,25012
8768,9048,1271974893,207926,25018
8486,9514,1272013551,208201,25018
6085,6010,1271966011,207666,25031
6085,6010,1271966243,207678,25031
7884,7871,1271967692,207745,25035
8465,7768,1275466572,237646,25037
6330,7293,1271995710,208079,25046
8461,8121,1272031100,208635,25051
9543,5287,1271977504,207958,25052
6330,5862,1271978043,207966,25064
7469,8448,1272014267,208211,25097
9047,6029,1272018101,208264,25101
8595,7663,1272023617,208393,25106
9047,8486,1272019681,208304,25110
6206,9047,1272019746,208309,25110
6206,8982,1272020446,208324,25110
8486,6206,1272020745,208328,25110
5020,5649,1272021310,208340,25111
7032,5020,1272021671,208354,25111
6206,9514,1272020908,208333,25112
6206,9514,1272021106,208335,25112
8958,9047,1272022241,208366,25113
5435,8926,1272023364,208389,25113
9047,6078,1272024754,208440,25113
5435,9047,1272025639,208477,25113
9047,5435,1272025904,208484,25113
7347,8522,1272023274,208384,25117
9119,6838,1272024337,208422,25120
6838,9119,1272024448,208426,25120
6945,6085,1272028641,208555,25121
8121,6945,1272029029,208562,25121
6945,6085,1272030661,208623,25121
6930,8256,1272025007,208447,25124
7469,8495,1272025055,208451,25124
8495,6930,1272025840,208482,25124
5328,7015,1272029522,208584,25134
8495,6495,1272029888,208594,25135
6495,8495,1272030231,208604,25135
6020,6382,1272409258,212175,25149
9990,7607,1274888409,227514,25149
9990,8809,1274905474,227775,25149
10925,6979,1274997359,228979,25149
7717,7811,1272267191,209512,25154
7258,7811,1272359848,210867,25154
7659,6945,1272219554,209029,25161
8068,6930,1272294286,209904,25161
7347,7087,1272547002,213860,25161
9260,9539,1272285643,209702,25181
9260,8078,1272287353,209734,25181
6109,6839,1272289780,209792,25226
7002,9027,1272232905,209320,25260
6336,9027,1272244719,209450,25260
6154,5953,1277596023,272620,25279
6154,9308,1278779248,286969,25279
11036,10833,1275584434,240357,25314
6236,7032,1272290055,209802,25332
8993,6085,1272389893,211609,25372
7284,6634,1272307231,210297,25409
8473,9431,1272459802,212640,25418
5085,9479,1272322617,210699,25428
5684,6154,1277164052,264138,25428
8720,13587,1277214587,264771,25428
14208,6602,1277218187,264888,25428
6602,13005,1277220205,264971,25428
10771,11328,1277225620,265142,25428
13566,9845,1277462654,269679,25428
9390,6205,1272371743,211095,25457
7952,6078,1275183562,232114,25479
8495,8293,1275183944,232117,25479
7952,8495,1275183982,232118,25479
8495,7952,1275184090,232119,25479
7952,8495,1275184178,232120,25479
7952,8293,1275184286,232122,25479
8495,7952,1275184409,232124,25479
7952,8495,1275184911,232129,25479
7952,8495,1275185323,232133,25479
9878,8495,1275185599,232135,25479
7952,9876,1275255187,233764,25479
9878,8495,1275256672,233800,25479
7819,7952,1275317652,234602,25479
6345,12333,1275690917,242388,25479
9329,8416,1276463936,255227,25479
8416,9329,1276464106,255233,25479
6539,8416,1277315785,267151,25479
12570,6153,1277488873,270438,25479
6714,8461,1280424467,311855,25479
8461,6714,1280425702,311880,25479
14687,8461,1280815475,317430,25479
8461,7816,1281226869,322923,25479
14687,8461,1281298898,323858,25479
15120,11397,1287067513,377068,25479
8323,9443,1272383323,211441,25561
8768,8323,1272488649,213477,25561
9390,8883,1272709684,215969,25563
7275,8293,1276349623,253404,25587
7875,5019,1276350957,253438,25587
9047,7479,1272396342,211806,25625
9047,6029,1272399052,211893,25633
9867,8465,1275295975,234130,25641
10090,8495,1275297101,234141,25641
13427,8495,1277114703,263118,25641
12344,12871,1277128156,263270,25641
12907,12344,1277129051,263284,25641
6468,12543,1277130404,263299,25641
5090,7258,1272408080,212147,25660
7284,7258,1272407039,212129,25667
6543,5090,1272536691,213746,25708
9400,9410,1273127571,222615,25749
7717,5827,1272819758,217884,25752
9580,5328,1272472328,212986,25771
7578,7263,1272473329,213020,25777
5717,5287,1276958052,261166,25818
5717,9264,1277043164,262291,25818
7163,5240,1272484611,213314,25819
8283,9431,1272485455,213353,25826
9426,7663,1272488819,213485,25827
6838,9505,1272993758,220749,25872
7690,9119,1272560767,214196,25884
8421,8153,1272622958,214869,25884
8720,8964,1272557146,214101,25941
7094,8421,1272875967,218630,25960
9390,8153,1272569735,214434,25982
9515,4973,1272625492,214918,25986
5953,5721,1279671169,300593,26015
7811,6945,1272627229,214962,26021
8958,8377,1272632271,215101,26055
5722,9527,1272649055,215414,26093
7284,8153,1272664218,215647,26121
9222,10887,1275698479,242570,26173
8495,9222,1275699535,242591,26173
5366,9565,1272713800,216048,26191
7173,9090,1272768804,217133,26229
6402,8153,1273225021,223944,26229
7211,9090,1272886983,218802,26234
8153,9641,1272727135,216415,26243
9527,9641,1272729045,216452,26243
9426,8153,1272740152,216697,26284
7690,7002,1272751461,216948,26307
5969,8153,1272753125,216982,26313
5469,8153,1272754295,217005,26314
9090,5469,1272754351,217006,26314
9878,10100,1275344712,235665,26342
7032,9308,1275686563,242317,26342
7717,8078,1273168339,223436,26395
9390,9431,1272819075,217865,26414
12102,9657,1275858953,245436,26454
6634,9565,1272825032,218056,26461
9222,9410,1272827251,218133,26461
9400,9222,1272827580,218148,26461
10049,6318,1275168870,231851,26508
9837,10049,1275169656,231869,26508
7045,9837,1275214323,232279,26508
10049,11590,1275224036,232517,26508
10049,9851,1275227840,232693,26508
6698,9851,1275295884,234126,26508
12333,14637,1277759754,275561,26508
12423,5867,1277760786,275579,26508
12333,14617,1280959062,319568,26508
9431,9400,1272871260,218592,26522
7094,9602,1272878667,218661,26532
8958,5435,1272905659,219361,26584
6567,7479,1272898852,219133,26598
9222,8424,1275410859,236678,26606
5493,5800,1272913910,219607,26618
8153,8256,1272906022,219370,26627
9912,15183,1279832136,303232,26648
7050,6469,1282042937,331962,26648
16347,10507,1285574903,365191,26648
9400,8993,1272917208,219735,26658
10170,8495,1275661610,241790,26787
7717,9222,1272997312,220849,26799
6131,5272,1275057359,229623,26833
11096,6131,1275067717,229910,26833
8194,6001,1273020657,221261,26865
14030,9907,1277057560,262634,26910
7492,8153,1273066452,221638,26915
7906,9090,1273413496,226596,26920
7119,9573,1275646658,241494,26923
9431,6390,1273088966,222166,26934
9431,8375,1273089924,222212,26934
9431,6031,1273090201,222225,26934
10791,5878,1273126781,222608,26934
5370,7211,1273148475,222854,26934
7094,5668,1273150012,222896,26934
7578,6979,1273150170,222902,26934
7094,5668,1273167791,223418,26934
7015,6109,1273181520,223652,26934
7811,5435,1273183239,223692,26934
6109,5388,1273252716,224448,26934
9390,7558,1273269647,224801,26947
8153,6153,1273083308,221996,26956
5290,7170,1273095755,222434,26992
8465,7929,1273095956,222438,26992
7045,9797,1274896074,227593,27013
8465,9657,1273306836,224994,27017
9644,5659,1273170531,223496,27109
6039,5742,1273253958,224491,27123
9878,11617,1275235992,233003,27132
6365,6336,1273229788,224019,27168
6365,6336,1273233709,224073,27168
7819,7665,1283120712,343123,27193
6046,7819,1283125389,343168,27193
8283,8238,1273233584,224070,27197
6468,8026,1277726410,274556,27201
7690,9260,1279299304,295368,27201
7578,13993,1282295940,334588,27216
11458,7578,1282382078,335482,27216
6539,9181,1273339050,225617,27225
10887,10910,1275313185,234472,27241
5721,8281,1273265050,224706,27283
9809,9260,1274898509,227636,27326
5469,7258,1273319976,225232,27374
7284,8482,1273325554,225355,27396
7015,8482,1273326516,225375,27396
8958,5493,1273329278,225426,27396
6876,7002,1275389148,236093,27396
7871,6838,1279060225,291698,27398
7663,6271,1273363988,226044,27448
9222,7665,1273408006,226439,27472
8461,13060,1280804155,317408,27475
8461,15461,1290714906,405882,27475
8461,16805,1290781205,406188,27475
6046,7875,1273359433,225977,27487
6046,7875,1273360021,225984,27487
9344,9413,1274956909,228071,27514
9413,9344,1275004431,229059,27514
6154,8693,1274912186,227868,27540
7906,8323,1273413055,226571,27568
9027,9826,1274740412,226770,27584
9826,5240,1274745395,226882,27584
7258,8062,1274826025,227345,27584
5435,7258,1274826213,227346,27584
14770,9813,1286228725,370085,27590
9813,14770,1286619665,373381,27590
9849,7911,1274743092,226851,27592
9795,9443,1274741964,226828,27602
9795,5493,1274742394,226838,27602
5721,9673,1274748313,226913,27602
6004,9795,1274748871,226918,27602
9633,9443,1274790007,226991,27602
9809,6131,1275331931,235162,27607
7032,9444,1274776378,226946,27611
5019,9260,1274981087,228590,27622
5019,7050,1274981657,228608,27622
6345,6109,1274791295,227002,27626
9057,9990,1274793044,227023,27633
9057,6040,1274797315,227061,27633
9990,9057,1274805394,227145,27633
8026,6735,1274866189,227387,27642
7871,8026,1274876435,227429,27642
7871,6109,1275227333,232676,27642
7871,9483,1275571333,239991,27642
6109,7871,1275651894,241610,27642
9867,9259,1275063018,229775,27646
5721,9867,1275505347,238766,27646
4840,7496,1274798120,227071,27648
7258,7094,1274874025,227420,27658
7258,9803,1274877312,227435,27658
7094,7258,1274880235,227445,27658
6634,7258,1274904031,227726,27658
8006,9990,1274804565,227136,27660
8006,9881,1274821656,227304,27660
8006,7359,1274877474,227436,27660
9795,9990,1274818846,227275,27667
6154,8325,1276036769,248508,27676
9786,8809,1275135623,230761,27679
9390,8281,1274998452,228995,27684
7094,10639,1279016671,290519,27684
8019,7022,1274874775,227422,27689
8343,12543,1277129853,263295,27699
9849,9444,1274920818,227919,27702
6004,5290,1275293673,234107,27702
6698,10145,1275295436,234120,27702
7523,6004,1275484268,238034,27702
9390,9673,1275507727,238882,27702
7607,8281,1274891783,227543,27708
9809,6153,1275226409,232621,27708
6296,9057,1274933752,227947,27709
9809,9876,1274898645,227638,27724
9809,9990,1274899485,227657,27724
9786,9990,1274908198,227828,27741
5920,5290,1274920927,227921,27743
6602,9872,1274908163,227827,27747
5435,8283,1274956178,228057,27747
8283,5435,1274960057,228103,27747
8283,10218,1274978137,228538,27747
7819,12204,1276212409,251873,27747
7819,9948,1276212693,251881,27747
8251,6154,1276213589,251900,27747
10068,10204,1278718746,286365,27747
13462,9410,1278887734,288908,27747
7819,10639,1279831234,303210,27747
14194,10532,1279831559,303218,27747
6288,12528,1279920645,304698,27747
5019,5867,1275672536,241964,27751
11034,9948,1275089023,230282,27770
5290,7173,1274967355,228227,27782
10629,10330,1274967963,228247,27782
10193,6504,1274966226,228214,27786
7258,9172,1274965417,228190,27797
7347,9861,1274985638,228700,27797
6039,7875,1274991974,228873,27797
7871,9308,1274996917,228972,27797
7578,7871,1275048388,229324,27797
9172,7258,1275048692,229329,27797
5721,7723,1275064246,229809,27797
8465,7347,1275561358,239557,27797
7578,8465,1275811482,243907,27797
7258,6020,1276001425,247584,27797
5721,7258,1276019465,248135,27797
6154,7578,1276020133,248163,27797
8293,7723,1276052235,248638,27797
7347,6714,1278971120,290231,27797
10507,6876,1274957010,228073,27799
10507,9057,1275047021,229293,27799
6172,9803,1274964737,228174,27809
7359,9886,1275067365,229895,27809
7359,9886,1275104642,230417,27809
7173,8293,1275120799,230445,27809
12182,9886,1275499439,238591,27809
6698,9886,1276010006,247859,27809
5155,15108,1282476229,336213,27809
7258,8283,1274961622,228127,27812
7087,7258,1274991619,228861,27812
7050,10455,1275065233,229837,27817
7032,7050,1275065411,229841,27817
7578,10359,1274964860,228177,27818
7578,10359,1274965196,228183,27818
7578,7258,1274966757,228220,27818
10629,7578,1274967106,228222,27818
7578,10629,1274967416,228230,27818
10629,7578,1274967583,228233,27818
7578,10629,1274967686,228235,27818
8283,10490,1274967510,228232,27823
9878,7871,1274996440,228965,27842
7258,9624,1274973357,228401,27846
6172,5827,1274977068,228523,27846
10729,8921,1274977874,228537,27863
10729,7022,1274981398,228600,27863
10729,7480,1275037163,229183,27863
10057,9881,1274978825,228546,27865
10953,7022,1275002130,229039,27869
7032,6395,1275239609,233143,27876
7173,10455,1275374623,235937,27882
10826,7768,1274987172,228746,27897
4840,11077,1275311624,234423,27898
5717,5684,1285794261,367074,27900
9878,7469,1274990055,228813,27907
7173,10265,1275246571,233417,27921
14205,14055,1277206642,264476,27931
9633,9867,1275008191,229076,27946
7173,9172,1275037736,229193,27961
8461,10472,1275034562,229163,27968
6957,8461,1275036541,229174,27968
10487,8121,1275069605,229976,27971
8046,10281,1275069732,229979,27971
5019,10333,1275044831,229262,27981
7293,11042,1275049119,229338,27985
11042,9573,1275050107,229362,27985
10455,6085,1275050100,229361,27990
10455,8759,1275050516,229370,27990
9527,10057,1275141871,230986,28007
9843,10281,1275068596,229937,28022
6602,10769,1277301699,266758,28023
7359,9826,1275059079,229660,28029
7359,9826,1275059381,229665,28029
11034,7359,1275059385,229666,28029
11034,9826,1275060058,229680,28029
11034,7359,1275060369,229686,28029
6345,11034,1275061383,229714,28029
9826,6345,1275061518,229718,28029
6777,10152,1275070710,230010,28049
7052,11141,1275069188,229960,28057
9803,9809,1275135889,230774,28057
9824,8495,1275099235,230404,28107
9867,9824,1275099307,230406,28107
4840,9443,1275099373,230407,28107
8495,9824,1275099425,230408,28107
10833,10979,1275507031,238850,28107
9824,6634,1275142774,231015,28109
10121,11977,1275820122,244089,28120
10090,5411,1275295965,234128,28133
5411,8448,1275130223,230620,28137
7050,10009,1275132652,230693,28137
7768,10405,1275844241,244833,28137
7768,10795,1275856345,245318,28137
10405,6617,1275157017,231391,28138
10405,5493,1275168744,231849,28138
7533,10405,1282693777,338866,28138
7533,14734,1282784076,339697,28138
9878,10746,1275332231,235179,28160
